"","Year","Product.line","Product.type","Product","Order.method.type","Retailer.country","Revenue","Planned.revenue","Product.cost","Quantity","Unit.cost","Unit.price","Gross.profit","Unit.sale.price"
"27652",2005,"Personal Accessories","Watches","Mountain Man Combination","Telephone","United Kingdom",7431.13,7546.77,3465,77,45,98.01,3966.13,96.70333333
"27655",2005,"Personal Accessories","Watches","Mountain Man Combination","Telephone","Austria",20458.65,20876.13,9585,213,45,98.01,10873.65,96.05
"27658",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","United States",5679.71,5978.61,2745,61,45,98.01,2934.71,93.11
"27659",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","Canada",3361.75,3430.35,1575,35,45,98.01,1786.75,96.05
"27660",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","Mexico",37211.62,38811.96,17820,396,45,98.01,19391.62,94.09
"27663",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","Korea",17955.53,18915.93,8685,193,45,98.01,9270.53,93.11
"27666",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","Australia",5570.9,5684.58,2610,58,45,98.01,2960.9,96.05
"27670",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","Denmark",3073.6,3136.32,1440,32,45,98.01,1633.6,96.05
"27671",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","France",9220.8,9408.96,4320,96,45,98.01,4900.8,96.05
"27672",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","Germany",6147.2,6272.64,2880,64,45,98.01,3267.2,96.05
"27674",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","Belgium",5570.9,5684.58,2610,58,45,98.01,2960.9,96.05
"27675",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","Switzerland",8428.86,8428.86,3870,86,45,98.01,4558.86,98.01
"27677",2005,"Personal Accessories","Watches","Mountain Man Combination","Sales visit","Italy",4563.36,4704.48,2160,48,45,98.01,2403.36,95.07
"27679",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","United States",147843.81,153973.71,70695,1571,45,98.01,77148.81,94.40612903
"27680",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Canada",67290.87,68705.01,31545,701,45,98.01,35745.87,95.99842105
"27681",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Mexico",20421.44,21170.16,9720,216,45,98.01,10701.44,94.58
"27682",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Brazil",40926.14,41948.28,19260,428,45,98.01,21666.14,95.72333333
"27683",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Japan",73013.76,75271.68,34560,768,45,98.01,38453.76,95.07
"27684",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Korea",48071.23,50671.17,23265,517,45,98.01,24806.23,92.9875
"27685",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","China",71216.49,75761.73,34785,773,45,98.01,36431.49,92.13
"27686",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Singapore",50619.46,52925.4,24300,540,45,98.01,26319.46,93.76333333
"27687",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Australia",8548.45,8722.89,4005,89,45,98.01,4543.45,96.05
"27688",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Netherlands",22312.05,23032.35,10575,235,45,98.01,11737.05,95.07
"27689",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Sweden",11333.9,11565.18,5310,118,45,98.01,6023.9,96.05
"27690",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Finland",60597.86,62922.42,28890,642,45,98.01,31707.86,94.41666667
"27691",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Denmark",9187.49,9506.97,4365,97,45,98.01,4822.49,94.74333333
"27692",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","France",32464.9,33127.38,15210,338,45,98.01,17254.9,96.05
"27693",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Germany",36690.13,37537.83,17235,383,45,98.01,19455.13,95.805
"27694",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","United Kingdom",66881.2,68410.98,31410,698,45,98.01,35471.2,96.148
"27695",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Belgium",29967.6,30579.12,14040,312,45,98.01,15927.6,96.05
"27696",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Switzerland",14811.29,14995.53,6885,153,45,98.01,7926.29,96.89
"27697",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Austria",19991.15,20484.09,9405,209,45,98.01,10586.15,95.72333333
"27698",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Italy",40024.47,41262.21,18945,421,45,98.01,21079.47,95.07
"27699",2005,"Personal Accessories","Watches","Mountain Man Combination","Web","Spain",45078.86,46456.74,21330,474,45,98.01,23748.86,95.33727273
"27700",2005,"Personal Accessories","Watches","Mountain Man Combination","Special","United States",5865.93,6174.63,2835,63,45,98.01,3030.93,93.11
"27705",2005,"Personal Accessories","Watches","Mountain Man Combination","Special","Korea",6424.59,6762.69,3105,69,45,98.01,3319.59,93.11
"27707",2005,"Personal Accessories","Watches","Mountain Man Combination","Special","Singapore",11290.8,11761.2,5400,120,45,98.01,5890.8,94.09
"27717",2005,"Personal Accessories","Watches","Mountain Man Combination","Special","Switzerland",2254.23,2254.23,1035,23,45,98.01,1219.23,98.01
"27721",2005,"Personal Accessories","Watches","Mountain Man Combination","Mail","United States",10571.41,11075.13,5085,113,45,98.01,5486.41,93.6
"27723",2005,"Personal Accessories","Watches","Mountain Man Combination","Mail","Mexico",5551.31,5782.59,2655,59,45,98.01,2896.31,94.09
"27730",2005,"Personal Accessories","Watches","Mountain Man Combination","Mail","Netherlands",9639.32,9997.02,4590,102,45,98.01,5049.32,94.58
"27735",2005,"Personal Accessories","Watches","Mountain Man Combination","Mail","Germany",3265.7,3332.34,1530,34,45,98.01,1735.7,96.05
"27741",2005,"Personal Accessories","Watches","Mountain Man Combination","Mail","Spain",3745.95,3822.39,1755,39,45,98.01,1990.95,96.05
"27743",2005,"Personal Accessories","Watches","Mountain Man Combination","E-mail","Canada",14943.62,15289.56,7020,156,45,98.01,7923.62,95.805
"27746",2005,"Personal Accessories","Watches","Mountain Man Combination","E-mail","Japan",20630.19,21268.17,9765,217,45,98.01,10865.19,95.07
"27750",2005,"Personal Accessories","Watches","Mountain Man Combination","E-mail","Australia",2785.45,2842.29,1305,29,45,98.01,1480.45,96.05
"27752",2005,"Personal Accessories","Watches","Mountain Man Combination","E-mail","Sweden",11333.9,11565.18,5310,118,45,98.01,6023.9,96.05
"27756",2005,"Personal Accessories","Watches","Mountain Man Combination","E-mail","Germany",25951.17,26756.73,12285,273,45,98.01,13666.17,95.07
"27757",2005,"Personal Accessories","Watches","Mountain Man Combination","E-mail","United Kingdom",3992.94,4116.42,1890,42,45,98.01,2102.94,95.07
"27761",2005,"Personal Accessories","Watches","Mountain Man Combination","E-mail","Italy",9360.97,9702.99,4455,99,45,98.01,4905.97,94.58
"27763",2005,"Personal Accessories","Watches","Mountain Man Combination","Fax","United States",5269.04,5488.56,2520,56,45,98.01,2749.04,94.09
"27784",2005,"Personal Accessories","Watches","Mountain Man Extreme","Telephone","United States",49211.21,51222.12,20217.06,174,116.19,294.38,28994.15,282.97125
"27789",2005,"Personal Accessories","Watches","Mountain Man Extreme","Telephone","Korea",7271.16,7653.88,3020.94,26,116.19,294.38,4250.22,279.66
"27790",2005,"Personal Accessories","Watches","Mountain Man Extreme","Telephone","China",24707.46,26199.82,10340.91,89,116.19,294.38,14366.55,277.7
"27791",2005,"Personal Accessories","Watches","Mountain Man Extreme","Telephone","Singapore",7065,7359.5,2904.75,25,116.19,294.38,4160.25,282.6
"27792",2005,"Personal Accessories","Watches","Mountain Man Extreme","Telephone","Australia",29714.47,30321.14,11967.57,103,116.19,294.38,17746.9,288.49
"27793",2005,"Personal Accessories","Watches","Mountain Man Extreme","Telephone","Netherlands",27486.3,28260.48,11154.24,96,116.19,294.38,16332.06,286.53
"27797",2005,"Personal Accessories","Watches","Mountain Man Extreme","Telephone","France",30844.98,31793.04,12548.52,108,116.19,294.38,18296.46,285.915
"27799",2005,"Personal Accessories","Watches","Mountain Man Extreme","Telephone","United Kingdom",2516.94,2649.42,1045.71,9,116.19,294.38,1471.23,279.66
"27802",2005,"Personal Accessories","Watches","Mountain Man Extreme","Telephone","Austria",18751.85,19134.7,7552.35,65,116.19,294.38,11199.5,288.49
"27805",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","United States",15083.82,15602.14,6158.07,53,116.19,294.38,8925.75,286.5266667
"27806",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","Canada",12355.09,12658.34,4996.17,43,116.19,294.38,7358.92,287.51
"27807",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","Mexico",31474.8,32676.18,12897.09,111,116.19,294.38,18577.71,283.78
"27810",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","Korea",6499.8,6770.74,2672.37,23,116.19,294.38,3827.43,282.6
"27813",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","Australia",9520.17,9714.54,3834.27,33,116.19,294.38,5685.9,288.49
"27817",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","Denmark",3173.39,3238.18,1278.09,11,116.19,294.38,1895.3,288.49
"27819",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","Germany",17020.91,17368.42,6855.21,59,116.19,294.38,10165.7,288.49
"27820",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","United Kingdom",5313.54,5593.22,2207.61,19,116.19,294.38,3105.93,279.66
"27821",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","Belgium",22555.23,22961.64,9062.82,78,116.19,294.38,13492.41,289.3314286
"27822",2005,"Personal Accessories","Watches","Mountain Man Extreme","Sales visit","Switzerland",7653.88,7653.88,3020.94,26,116.19,294.38,4632.94,294.38
"27826",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","United States",164954.42,171329.16,67622.58,582,116.19,294.38,97331.84,284.4067742
"27827",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Canada",68846.46,70651.2,27885.6,240,116.19,294.38,40960.86,286.9329412
"27828",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Mexico",28195.7,29143.62,11502.81,99,116.19,294.38,16692.89,284.96
"27829",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Brazil",45534.38,46512.04,18358.02,158,116.19,294.38,27176.36,288.245
"27830",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Japan",111955.81,115102.58,45430.29,391,116.19,294.38,66525.52,286.4447826
"27831",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Korea",69405.3,72711.86,28698.93,247,116.19,294.38,40706.37,281.13
"27832",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","China",83822.28,88902.76,35089.38,302,116.19,294.38,48732.9,277.7
"27833",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Singapore",58454.48,60936.66,24051.33,207,116.19,294.38,34403.15,282.6022222
"27835",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Netherlands",22208,22961.64,9062.82,78,116.19,294.38,13145.18,284.8125
"27836",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Sweden",12982.05,13247.1,5228.55,45,116.19,294.38,7753.5,288.49
"27837",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Finland",69685.4,72123.1,28466.55,245,116.19,294.38,41218.85,284.5666667
"27838",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Denmark",3461.88,3532.56,1394.28,12,116.19,294.38,2067.6,288.49
"27839",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","France",47839.36,48867.08,19287.54,166,116.19,294.38,28551.82,288.2638462
"27840",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Germany",48704.77,50044.6,19752.3,170,116.19,294.38,28952.47,286.8078571
"27841",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","United Kingdom",67910.45,69768.06,27537.03,237,116.19,294.38,40373.42,287.4073684
"27842",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Belgium",18463.36,18840.32,7436.16,64,116.19,294.38,11027.2,288.49
"27843",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Switzerland",17250.62,17368.42,6855.21,59,116.19,294.38,10395.41,292.6971429
"27844",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Austria",27406.55,27966.1,11038.05,95,116.19,294.38,16368.5,288.49
"27845",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Italy",49711.95,51222.12,20217.06,174,116.19,294.38,29494.89,285.843
"27846",2005,"Personal Accessories","Watches","Mountain Man Extreme","Web","Spain",54142.18,55637.82,21959.91,189,116.19,294.38,32182.27,286.7741667
"27847",2005,"Personal Accessories","Watches","Mountain Man Extreme","Special","United States",6499.8,6770.74,2672.37,23,116.19,294.38,3827.43,282.6
"27849",2005,"Personal Accessories","Watches","Mountain Man Extreme","Special","Mexico",6499.8,6770.74,2672.37,23,116.19,294.38,3827.43,282.6
"27851",2005,"Personal Accessories","Watches","Mountain Man Extreme","Special","Japan",5711,5887.6,2323.8,20,116.19,294.38,3387.2,285.55
"27854",2005,"Personal Accessories","Watches","Mountain Man Extreme","Special","Singapore",6217.2,6476.36,2556.18,22,116.19,294.38,3661.02,282.6
"27862",2005,"Personal Accessories","Watches","Mountain Man Extreme","Special","United Kingdom",6923.76,7065.12,2788.56,24,116.19,294.38,4135.2,288.49
"27864",2005,"Personal Accessories","Watches","Mountain Man Extreme","Special","Switzerland",5004.46,5004.46,1975.23,17,116.19,294.38,3029.23,294.38
"27868",2005,"Personal Accessories","Watches","Mountain Man Extreme","Mail","United States",6217.2,6476.36,2556.18,22,116.19,294.38,3661.02,282.6
"27869",2005,"Personal Accessories","Watches","Mountain Man Extreme","Mail","Canada",11828.09,12069.58,4763.79,41,116.19,294.38,7064.3,288.49
"27870",2005,"Personal Accessories","Watches","Mountain Man Extreme","Mail","Mexico",6217.2,6476.36,2556.18,22,116.19,294.38,3661.02,282.6
"27882",2005,"Personal Accessories","Watches","Mountain Man Extreme","Mail","Germany",7430.06,7653.88,3020.94,26,116.19,294.38,4409.12,285.545
"27890",2005,"Personal Accessories","Watches","Mountain Man Extreme","E-mail","Canada",3461.88,3532.56,1394.28,12,116.19,294.38,2067.6,288.49
"27899",2005,"Personal Accessories","Watches","Mountain Man Extreme","E-mail","Sweden",17939.39,18251.56,7203.78,62,116.19,294.38,10735.61,289.4716667
"27903",2005,"Personal Accessories","Watches","Mountain Man Extreme","E-mail","Germany",9172.78,9420.16,3718.08,32,116.19,294.38,5454.7,286.5266667
"27904",2005,"Personal Accessories","Watches","Mountain Man Extreme","E-mail","United Kingdom",4854.35,5004.46,1975.23,17,116.19,294.38,2879.12,285.55
"27908",2005,"Personal Accessories","Watches","Mountain Man Extreme","E-mail","Italy",11645.6,12069.58,4763.79,41,116.19,294.38,6881.81,284.075
"27910",2005,"Personal Accessories","Watches","Mountain Man Extreme","Fax","United States",24645.2,25611.06,10108.53,87,116.19,294.38,14536.67,283.3375
"27917",2005,"Personal Accessories","Watches","Mountain Man Extreme","Fax","Singapore",5934.6,6181.98,2439.99,21,116.19,294.38,3494.61,282.6
"27919",2005,"Personal Accessories","Watches","Mountain Man Extreme","Fax","Netherlands",9994.25,10303.3,4066.65,35,116.19,294.38,5927.6,285.55
"27923",2005,"Personal Accessories","Watches","Mountain Man Extreme","Fax","France",11778.11,12069.58,4763.79,41,116.19,294.38,7014.32,287.51
"27931",2005,"Personal Accessories","Watches","Venue","Telephone","United States",329509,329509,192475.08,4534,42.44906977,72.68604651,137033.92,72.68604651
"27935",2005,"Personal Accessories","Watches","Venue","Telephone","Japan",8687,8687,5050.36,119,42.44,73,3636.64,73
"27936",2005,"Personal Accessories","Watches","Venue","Telephone","Korea",438,438,258.12,6,43.02,73,179.88,73
"27944",2005,"Personal Accessories","Watches","Venue","Telephone","France",122539,122539,71201.68,1699,41.8864,72.04,51337.32,72.04
"27973",2005,"Personal Accessories","Watches","Venue","Web","United States",3996846,4017726,2353227.98,55140,42.69385779,72.90015129,1643618.02,72.86384266
"27974",2005,"Personal Accessories","Watches","Venue","Web","Canada",1136645,1136645,665065.98,15611,42.61297297,72.82162162,471579.02,72.82162162
"27975",2005,"Personal Accessories","Watches","Venue","Web","Mexico",310696,310696,181651.44,4270,42.66416667,72.875,129044.56,72.875
"27976",2005,"Personal Accessories","Watches","Venue","Web","Brazil",667170,667170,390272.32,9168,42.58181818,72.79545455,276897.68,72.79545455
"27977",2005,"Personal Accessories","Watches","Venue","Web","Japan",1572570,1572570,920274.42,21618,42.59148936,72.77021277,652295.58,72.77021277
"27978",2005,"Personal Accessories","Watches","Venue","Web","Korea",357135,357135,208972.02,4908,42.62658537,72.81707317,148162.98,72.81707317
"27979",2005,"Personal Accessories","Watches","Venue","Web","China",1336814,1347662,788963.32,18512,42.63703704,72.82539683,547850.68,72.6984127
